,fiscal_year,Main_Organization,agency_ic_admin_name,award_amount,duration_days,organization_org_state,agency_state
25574,2023,University of Pittsburgh,National Institute of Mental Health,387988.0,730.0,PA,MD
25575,2023,University of Pittsburgh,National Institute of General Medical Sciences,402965.0,365.0,PA,MD
25576,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,371566.0,365.0,PA,MD
25577,2023,University of Pittsburgh,National Cancer Institute,512173.0,304.0,PA,MD
25578,2023,University of Pittsburgh,National Cancer Institute,441363.0,365.0,PA,MD
25579,2023,University of Pittsburgh,National Eye Institute,391250.0,365.0,PA,MD
25580,2023,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,581493.0,730.0,PA,MD
25581,2023,University of Pittsburgh,National Heart Lung and Blood Institute,674210.0,365.0,PA,MD
25582,2023,University of Pittsburgh,National Institute of Mental Health,172951.0,365.0,PA,MD
25583,2023,University of Pittsburgh,National Heart Lung and Blood Institute,715008.0,365.0,PA,MD
25584,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,394733.0,365.0,PA,MD
25585,2023,University of Pittsburgh,National Institute of Mental Health,266450.0,335.0,PA,MD
25586,2023,University of Pittsburgh,National Heart Lung and Blood Institute,191789.0,121.0,PA,MD
25587,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,63857.0,364.0,PA,MD
25588,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,453497.0,365.0,PA,MD
25589,2023,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,441089.0,365.0,PA,MD
25590,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,205990.0,730.0,PA,MD
25591,2023,University of Pittsburgh,National Institute of Mental Health,236524.0,345.0,PA,MD
25592,2023,University of Pittsburgh,National Cancer Institute,187132.0,244.0,PA,MD
25593,2023,University of Pittsburgh,National Cancer Institute,401019.0,365.0,PA,MD
25594,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,375445.0,365.0,PA,MD
25595,2023,University of Pittsburgh,National Institute of General Medical Sciences,397500.0,730.0,PA,MD
25596,2023,University of Pittsburgh,National Heart Lung and Blood Institute,781337.0,365.0,PA,MD
25597,2023,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,194662.0,730.0,PA,MD
25598,2023,University of Pittsburgh,National Institute of Mental Health,1519076.0,365.0,PA,MD
25599,2023,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,323028.0,365.0,PA,MD
25600,2023,University of Pittsburgh,National Cancer Institute,452135.0,365.0,PA,MD
25601,2023,University of Pittsburgh,National Cancer Institute,1974834.0,365.0,PA,MD
25602,2023,University of Pittsburgh,National Institute of General Medical Sciences,397500.0,365.0,PA,MD
25603,2023,University of Pittsburgh,National Center for Immunization and Respiratory Diseases,750000.0,365.0,PA,GA
25604,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,423411.0,364.0,PA,MD
25605,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,500000.0,1095.0,PA,MD
25606,2023,University of Pittsburgh,National Cancer Institute,182115.0,549.0,PA,MD
25607,2023,University of Pittsburgh,National Heart Lung and Blood Institute,598098.0,1095.0,PA,MD
25608,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,238500.0,730.0,PA,MD
25609,2023,University of Pittsburgh,National Cancer Institute,218538.0,365.0,PA,MD
25610,2023,University of Pittsburgh,National Institute of General Medical Sciences,454027.0,365.0,PA,MD
25611,2023,University of Pittsburgh,National Cancer Institute,516189.0,365.0,PA,MD
25612,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,369768.0,365.0,PA,MD
25613,2023,University of Pittsburgh,National Institute of Mental Health,480233.0,730.0,PA,MD
25614,2023,University of Pittsburgh,National Institute of Mental Health,80520.0,283.0,PA,MD
25615,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,71986.0,333.0,PA,MD
25616,2023,University of Pittsburgh,National Institute on Aging,542179.0,365.0,PA,MD
25617,2023,University of Pittsburgh,National Heart Lung and Blood Institute,498844.0,91.0,PA,MD
25618,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,287453.0,365.0,PA,MD
25619,2023,University of Pittsburgh,National Institute on Aging,546942.0,1005.0,PA,MD
25620,2023,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,198750.0,365.0,PA,MD
25621,2023,University of Pittsburgh,National Cancer Institute,149651.0,365.0,PA,MD
25622,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,512366.0,365.0,PA,MD
25623,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,528687.0,730.0,PA,MD
25624,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,635627.0,365.0,PA,MD
25625,2023,University of Pittsburgh,National Institute of Mental Health,189798.0,365.0,PA,MD
25626,2023,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,246592.0,365.0,PA,MD
25627,2023,University of Pittsburgh,National Heart Lung and Blood Institute,789466.0,30.0,PA,MD
25628,2023,University of Pittsburgh,National Institute of Mental Health,138549.0,299.0,PA,MD
25629,2023,University of Pittsburgh,National Institute of Dental and Craniofacial Research,272152.0,361.0,PA,MD
25630,2023,University of Pittsburgh,National Institute on Aging,774896.0,365.0,PA,MD
25631,2023,University of Pittsburgh,National Institute on Aging,113597.0,152.0,PA,MD
25632,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,40834.0,351.0,PA,MD
25633,2023,University of Pittsburgh,NIH Office of the Director,117188.0,2212.0,PA,MD
25634,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,218722.0,365.0,PA,MD
25635,2023,University of Pittsburgh,National Eye Institute,161381.0,365.0,PA,MD
25636,2023,University of Pittsburgh,National Institute of Mental Health,701698.0,365.0,PA,MD
25637,2023,University of Pittsburgh,National Institute on Drug Abuse,543216.0,365.0,PA,MD
25638,2023,University of Pittsburgh,National Institute on Aging,6650768.0,730.0,PA,MD
25639,2023,University of Pittsburgh,National Institute on Aging,1947406.0,730.0,PA,MD
25640,2023,University of Pittsburgh,National Institute on Aging,500767.0,730.0,PA,MD
25641,2023,University of Pittsburgh,National Institute on Aging,171162.0,365.0,PA,MD
25642,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,432549.0,365.0,PA,MD
25643,2023,University of Pittsburgh,National Cancer Institute,237457.0,365.0,PA,MD
25644,2023,University of Pittsburgh,National Cancer Institute,369676.0,365.0,PA,MD
25645,2023,University of Pittsburgh,National Institute on Aging,497416.0,365.0,PA,MD
25646,2023,University of Pittsburgh,National Institute of Mental Health,334815.0,365.0,PA,MD
25647,2023,University of Pittsburgh,National Cancer Institute,316388.0,365.0,PA,MD
25648,2023,University of Pittsburgh,National Cancer Institute,372036.0,365.0,PA,MD
25649,2023,University of Pittsburgh,National Cancer Institute,291849.0,365.0,PA,MD
25650,2023,University of Pittsburgh,National Cancer Institute,110903.0,365.0,PA,MD
25651,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,154354.0,365.0,PA,MD
25652,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,188407.0,365.0,PA,MD
25653,2023,University of Pittsburgh,National Eye Institute,243883.0,365.0,PA,MD
25654,2023,University of Pittsburgh,National Institute of Mental Health,155343.0,365.0,PA,MD
25655,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,1080175.0,365.0,PA,MD
25656,2023,University of Pittsburgh,National Institute on Aging,613527.0,730.0,PA,MD
25657,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,160375.0,365.0,PA,MD
25658,2023,University of Pittsburgh,National Cancer Institute,512508.0,365.0,PA,MD
25659,2023,University of Pittsburgh,National Cancer Institute,252303.0,365.0,PA,MD
25660,2023,University of Pittsburgh,National Cancer Institute,504086.0,365.0,PA,MD
25661,2023,University of Pittsburgh,National Cancer Institute,369675.0,365.0,PA,MD
25662,2023,University of Pittsburgh,National Institute on Aging,1198844.0,365.0,PA,MD
25663,2023,University of Pittsburgh,National Institute of Mental Health,541485.0,365.0,PA,MD
25664,2023,University of Pittsburgh,National Institute on Aging,308597.0,365.0,PA,MD
25665,2023,University of Pittsburgh,National Institute on Drug Abuse,304979.0,365.0,PA,MD
25666,2023,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,190800.0,365.0,PA,MD
25667,2023,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,305614.0,365.0,PA,MD
25668,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,240577.0,365.0,PA,MD
25669,2023,University of Pittsburgh,National Institute on Drug Abuse,1769808.0,356.0,PA,MD
25670,2023,University of Pittsburgh,National Institute on Aging,126961.0,365.0,PA,MD
25671,2023,University of Pittsburgh,National Institute on Aging,1311852.0,730.0,PA,MD
25672,2023,University of Pittsburgh,National Institute on Aging,263710.0,365.0,PA,MD
25673,2023,University of Pittsburgh,National Institute on Aging,123886.0,365.0,PA,MD
25674,2023,University of Pittsburgh,National Institute on Aging,354415.0,365.0,PA,MD
25675,2023,University of Pittsburgh,National Cancer Institute,212796.0,365.0,PA,MD
25676,2023,University of Pittsburgh,National Cancer Institute,125666.0,365.0,PA,MD
25677,2023,University of Pittsburgh,National Cancer Institute,39496.0,365.0,PA,MD
25678,2023,University of Pittsburgh,National Cancer Institute,40109.0,365.0,PA,MD
25679,2023,University of Pittsburgh,National Institute of Mental Health,448378.0,365.0,PA,MD
25680,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,287906.0,365.0,PA,MD
25681,2023,University of Pittsburgh,National Institute on Drug Abuse,71420.0,730.0,PA,MD
25682,2023,University of Pittsburgh,National Institute on Aging,2375153.0,365.0,PA,MD
25683,2023,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,270300.0,365.0,PA,MD
25684,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,586489.0,365.0,PA,MD
25685,2023,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,209880.0,364.0,PA,MD
25686,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,331162.0,364.0,PA,MD
25687,2023,University of Pittsburgh,National Institute on Aging,155248.0,546.0,PA,MD
25688,2023,University of Pittsburgh,National Institute on Aging,113250.0,364.0,PA,MD
25689,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,389838.0,730.0,PA,MD
25690,2023,University of Pittsburgh,National Heart Lung and Blood Institute,240038.0,364.0,PA,MD
25691,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,478528.0,364.0,PA,MD
25692,2023,University of Pittsburgh,National Institute of Mental Health,686939.0,336.0,PA,MD
25693,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,529999.0,365.0,PA,MD
25694,2023,University of Pittsburgh,National Institute of General Medical Sciences,356542.0,364.0,PA,MD
25695,2023,University of Pittsburgh,National Institute on Aging,2371452.0,730.0,PA,MD
25696,2023,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,422132.0,1086.0,PA,MD
25697,2023,University of Pittsburgh,National Institute of Mental Health,676763.0,364.0,PA,MD
25698,2023,University of Pittsburgh,National Cancer Institute,453195.0,364.0,PA,MD
25699,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,1200666.0,730.0,PA,MD
25700,2023,University of Pittsburgh,National Institute on Minority Health and Health Disparities,569813.0,1095.0,PA,MD
25701,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,73600.0,730.0,PA,MD
25702,2023,University of Pittsburgh,National Institute of Mental Health,529656.0,1095.0,PA,MD
25703,2023,University of Pittsburgh,National Institute of Mental Health,238500.0,730.0,PA,MD
25704,2023,University of Pittsburgh,National Institute of Mental Health,917750.0,364.0,PA,MD
25705,2023,University of Pittsburgh,National Cancer Institute,350834.0,364.0,PA,MD
25706,2023,University of Pittsburgh,National Institute of Dental and Craniofacial Research,663211.0,364.0,PA,MD
25707,2023,University of Pittsburgh,National Cancer Institute,55194.0,364.0,PA,MD
25708,2023,University of Pittsburgh,National Cancer Institute,607192.0,364.0,PA,MD
25709,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,506896.0,364.0,PA,MD
25710,2023,University of Pittsburgh,National Cancer Institute,350834.0,364.0,PA,MD
25711,2023,University of Pittsburgh,National Institute of Environmental Health Sciences,108043.0,273.0,PA,NC
25712,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,472014.0,365.0,PA,MD
25713,2023,University of Pittsburgh,National Cancer Institute,152995.0,365.0,PA,MD
25714,2023,University of Pittsburgh,National Institute of Mental Health,170663.0,365.0,PA,MD
25715,2023,University of Pittsburgh,National Eye Institute,238989.0,426.0,PA,MD
25716,2023,University of Pittsburgh,National Library of Medicine,846491.0,365.0,PA,MD
25717,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,243033.0,365.0,PA,MD
25718,2023,University of Pittsburgh,National Institute on Aging,551841.0,365.0,PA,MD
25719,2023,University of Pittsburgh,National Institute on Drug Abuse,693684.0,365.0,PA,MD
25720,2023,University of Pittsburgh,National Institute of General Medical Sciences,368432.0,365.0,PA,MD
25721,2023,University of Pittsburgh,National Heart Lung and Blood Institute,497210.0,1095.0,PA,MD
25722,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,174993.0,365.0,PA,MD
25723,2023,University of Pittsburgh,National Institute of Mental Health,656057.0,669.0,PA,MD
25724,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,72254.0,365.0,PA,MD
25725,2023,University of Pittsburgh,National Cancer Institute,408557.0,355.0,PA,MD
25726,2023,University of Pittsburgh,National Cancer Institute,356438.0,365.0,PA,MD
25727,2023,University of Pittsburgh,National Heart Lung and Blood Institute,397500.0,365.0,PA,MD
25728,2023,University of Pittsburgh,National Eye Institute,236635.0,365.0,PA,MD
25729,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,431779.0,357.0,PA,MD
25730,2023,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,638349.0,356.0,PA,MD
25731,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,691650.0,365.0,PA,MD
25732,2023,University of Pittsburgh,National Heart Lung and Blood Institute,552828.0,365.0,PA,MD
25733,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,429741.0,1095.0,PA,MD
25734,2023,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,174900.0,730.0,PA,MD
25735,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,616964.0,365.0,PA,MD
25736,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,47694.0,365.0,PA,MD
25737,2023,University of Pittsburgh,National Heart Lung and Blood Institute,441656.0,365.0,PA,MD
25738,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,535092.0,730.0,PA,MD
25739,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,463766.0,365.0,PA,MD
25740,2023,University of Pittsburgh,National Heart Lung and Blood Institute,482314.0,365.0,PA,MD
25741,2023,University of Pittsburgh,National Institute on Aging,2882221.0,365.0,PA,MD
25742,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,397500.0,730.0,PA,MD
25743,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,423551.0,365.0,PA,MD
25744,2023,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,234450.0,280.0,PA,MD
25745,2023,University of Pittsburgh,National Heart Lung and Blood Institute,160488.0,365.0,PA,MD
25746,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,630640.0,364.0,PA,MD
25747,2023,University of Pittsburgh,National Institute on Aging,634388.0,1095.0,PA,MD
25748,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,460118.0,730.0,PA,MD
25749,2023,University of Pittsburgh,National Institute of Environmental Health Sciences,493958.0,365.0,PA,NC
25750,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,193115.0,730.0,PA,MD
25751,2023,University of Pittsburgh,NIH Office of the Director,600000.0,549.0,PA,MD
25752,2023,University of Pittsburgh,National Institute of General Medical Sciences,124989.0,365.0,PA,MD
25753,2023,University of Pittsburgh,National Institute of Mental Health,52694.0,341.0,PA,MD
25754,2023,University of Pittsburgh,National Institute on Aging,512425.0,365.0,PA,MD
25755,2023,University of Pittsburgh,National Heart Lung and Blood Institute,509574.0,365.0,PA,MD
25756,2023,University of Pittsburgh,National Cancer Institute,75075.0,365.0,PA,MD
25757,2023,University of Pittsburgh,National Cancer Institute,248957.0,365.0,PA,MD
25758,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,447526.0,365.0,PA,MD
25759,2023,University of Pittsburgh,National Institute on Drug Abuse,192594.0,365.0,PA,MD
25760,2023,University of Pittsburgh,National Heart Lung and Blood Institute,695513.0,730.0,PA,MD
25761,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,796375.0,365.0,PA,MD
25762,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,387829.0,365.0,PA,MD
25763,2023,University of Pittsburgh,National Institute of General Medical Sciences,363575.0,365.0,PA,MD
25764,2023,University of Pittsburgh,National Institute of Mental Health,759049.0,365.0,PA,MD
25765,2023,University of Pittsburgh,National Institute on Aging,147285.0,365.0,PA,MD
25766,2023,University of Pittsburgh,Agency for Healthcare Research and Quality,394627.0,730.0,PA,MD
25767,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,499131.0,358.0,PA,MD
25768,2023,University of Pittsburgh,National Cancer Institute,38426.0,171.0,PA,MD
25769,2023,University of Pittsburgh,National Institute of General Medical Sciences,397500.0,304.0,PA,MD
25770,2023,University of Pittsburgh,National Institute of General Medical Sciences,318000.0,365.0,PA,MD
25771,2023,University of Pittsburgh,National Institute of Mental Health,752878.0,319.0,PA,MD
25772,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,602526.0,365.0,PA,MD
25773,2023,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,600609.0,730.0,PA,MD
25774,2023,University of Pittsburgh,National Heart Lung and Blood Institute,506312.0,365.0,PA,MD
25775,2023,University of Pittsburgh,National Institute on Drug Abuse,1512998.0,336.0,PA,MD
25776,2023,University of Pittsburgh,National Center for Injury Prevention and Control,150000.0,365.0,PA,GA
25777,2023,University of Pittsburgh,National Center for Injury Prevention and Control,398686.0,365.0,PA,GA
25778,2023,University of Pittsburgh,National Institute on Aging,607284.0,364.0,PA,MD
25779,2023,University of Pittsburgh,National Heart Lung and Blood Institute,636389.0,364.0,PA,MD
25780,2023,University of Pittsburgh,National Cancer Institute,466297.0,364.0,PA,MD
25781,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,117375.0,730.0,PA,MD
25782,2023,University of Pittsburgh,National Institute of Mental Health,699195.0,364.0,PA,MD
25783,2023,University of Pittsburgh,National Institute on Drug Abuse,352125.0,730.0,PA,MD
25784,2023,University of Pittsburgh,National Institute of Mental Health,713570.0,365.0,PA,MD
25785,2023,University of Pittsburgh,National Center on Birth Defects and Developmental Disabilities,79467.0,1095.0,PA,GA
25786,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,481126.0,487.0,PA,MD
25787,2023,University of Pittsburgh,National Institute of General Medical Sciences,397487.0,363.0,PA,MD
25788,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,607114.0,263.0,PA,MD
25789,2023,University of Pittsburgh,National Institute of Mental Health,50984.0,365.0,PA,MD
25790,2023,University of Pittsburgh,National Institute of Mental Health,50941.0,659.0,PA,MD
25791,2023,University of Pittsburgh,National Cancer Institute,562350.0,365.0,PA,MD
25792,2023,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,512542.0,321.0,PA,MD
25793,2023,University of Pittsburgh,National Heart Lung and Blood Institute,488229.0,730.0,PA,MD
25794,2023,University of Pittsburgh,National Heart Lung and Blood Institute,723541.0,361.0,PA,MD
25795,2023,University of Pittsburgh,National Institute of Mental Health,683614.0,365.0,PA,MD
25796,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,431527.0,351.0,PA,MD
25797,2023,University of Pittsburgh,National Institute of Mental Health,716065.0,365.0,PA,MD
25798,2023,University of Pittsburgh,National Institute of Dental and Craniofacial Research,377625.0,365.0,PA,MD
25799,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,593666.0,730.0,PA,MD
25800,2023,University of Pittsburgh,National Cancer Institute,724300.0,365.0,PA,MD
25801,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,467159.0,351.0,PA,MD
25802,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,606431.0,364.0,PA,MD
25803,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,369478.0,730.0,PA,MD
25804,2023,University of Pittsburgh,National Institute of General Medical Sciences,163028.0,365.0,PA,MD
25805,2023,University of Pittsburgh,National Institute of Dental and Craniofacial Research,681410.0,365.0,PA,MD
25806,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,599942.0,365.0,PA,MD
25807,2023,University of Pittsburgh,National Cancer Institute,2163827.0,365.0,PA,MD
25808,2023,University of Pittsburgh,National Heart Lung and Blood Institute,606328.0,365.0,PA,MD
25809,2023,University of Pittsburgh,National Cancer Institute,218538.0,730.0,PA,MD
25810,2023,University of Pittsburgh,National Institute on Drug Abuse,281877.0,365.0,PA,MD
25811,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,698978.0,316.0,PA,MD
25812,2023,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,415459.0,365.0,PA,MD
25813,2023,University of Pittsburgh,National Institute on Aging,623573.0,365.0,PA,MD
25814,2023,University of Pittsburgh,NIH Office of the Director,349615.0,365.0,PA,MD
25815,2023,University of Pittsburgh,National Cancer Institute,72417.0,242.0,PA,MD
25816,2023,University of Pittsburgh,National Institute of General Medical Sciences,79500.0,730.0,PA,MD
25817,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,253510.0,357.0,PA,MD
25818,2023,University of Pittsburgh,National Institute of Mental Health,437250.0,730.0,PA,MD
25819,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,162502.0,274.0,PA,MD
25820,2023,University of Pittsburgh,National Institute of General Medical Sciences,385578.0,303.0,PA,MD
25821,2023,University of Pittsburgh,National Cancer Institute,53678.0,730.0,PA,MD
25822,2023,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,4500000.0,730.0,PA,MD
25823,2023,University of Pittsburgh,Agency for Healthcare Research and Quality,43104.0,273.0,PA,MD
25824,2023,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,159000.0,364.0,PA,MD
25825,2023,University of Pittsburgh,National Institute of Mental Health,809740.0,364.0,PA,MD
25826,2023,University of Pittsburgh,National Heart Lung and Blood Institute,301947.0,365.0,PA,MD
25827,2023,University of Pittsburgh,National Institute on Aging,47694.0,365.0,PA,MD
25828,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,392579.0,730.0,PA,MD
25829,2023,University of Pittsburgh,National Cancer Institute,540484.0,365.0,PA,MD
25830,2023,University of Pittsburgh,National Center for Advancing Translational Sciences,10147484.0,365.0,PA,MD
25831,2023,University of Pittsburgh,National Cancer Institute,31694.0,365.0,PA,MD
25832,2023,University of Pittsburgh,National Heart Lung and Blood Institute,744936.0,365.0,PA,MD
25833,2023,University of Pittsburgh,National Institute of General Medical Sciences,397500.0,334.0,PA,MD
25834,2023,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,387505.0,355.0,PA,MD
25835,2023,University of Pittsburgh,National Institute of Mental Health,786600.0,304.0,PA,MD
25836,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,173233.0,354.0,PA,MD
25837,2023,University of Pittsburgh,National Institute of General Medical Sciences,65202.0,381.0,PA,MD
25838,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,772395.0,359.0,PA,MD
25839,2023,University of Pittsburgh,National Heart Lung and Blood Institute,52694.0,365.0,PA,MD
25840,2023,University of Pittsburgh,National Cancer Institute,975560.0,365.0,PA,MD
25841,2023,University of Pittsburgh,National Heart Lung and Blood Institute,49413.0,365.0,PA,MD
25842,2023,University of Pittsburgh,National Cancer Institute,52694.0,365.0,PA,MD
25843,2023,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,47694.0,365.0,PA,MD
25844,2023,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,52166.0,253.0,PA,MD
25845,2023,University of Pittsburgh,National Cancer Institute,50010.0,365.0,PA,MD
25846,2023,University of Pittsburgh,National Institute on Drug Abuse,83249.0,364.0,PA,MD
25847,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,76082.0,365.0,PA,MD
25848,2023,University of Pittsburgh,National Institute on Aging,34966.0,730.0,PA,MD
25849,2023,University of Pittsburgh,National Institute of General Medical Sciences,77608.0,364.0,PA,MD
25850,2023,University of Pittsburgh,Agency for Healthcare Research and Quality,399993.0,365.0,PA,MD
25851,2023,University of Pittsburgh,National Center for Injury Prevention and Control,548943.0,365.0,PA,GA
25852,2023,University of Pittsburgh,National Institute of General Medical Sciences,155880.0,365.0,PA,MD
25853,2023,University of Pittsburgh,National Institute of Mental Health,1808049.0,365.0,PA,MD
25854,2023,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,228062.0,365.0,PA,MD
25855,2023,University of Pittsburgh,National Institute of Nursing Research,35864.0,183.0,PA,MD
25856,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,664706.0,355.0,PA,MD
25857,2023,University of Pittsburgh,National Center for Complementary and Integrative Health,130626.0,365.0,PA,MD
25858,2023,University of Pittsburgh,National Institute of Dental and Craniofacial Research,577396.0,365.0,PA,MD
25859,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,616187.0,365.0,PA,MD
25860,2023,University of Pittsburgh,National Institute on Aging,467114.0,273.0,PA,MD
25861,2023,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,53810.0,365.0,PA,MD
25862,2023,University of Pittsburgh,National Institute of Dental and Craniofacial Research,718185.0,365.0,PA,MD
25863,2023,University of Pittsburgh,National Heart Lung and Blood Institute,160304.0,365.0,PA,MD
25864,2023,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,391250.0,730.0,PA,MD
25865,2023,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,634449.0,365.0,PA,MD
25866,2023,University of Pittsburgh,National Heart Lung and Blood Institute,77541.0,166.0,PA,MD
25867,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,47694.0,364.0,PA,MD
25868,2023,University of Pittsburgh,National Institute on Aging,49394.0,365.0,PA,MD
25869,2023,University of Pittsburgh,National Institute on Aging,827951.0,365.0,PA,MD
25870,2023,University of Pittsburgh,National Heart Lung and Blood Institute,160736.0,365.0,PA,MD
25871,2023,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,30061.0,90.0,PA,MD
25872,2023,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,654896.0,365.0,PA,MD
25873,2023,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,440192.0,356.0,PA,MD
25874,2023,University of Pittsburgh,National Institute of Nursing Research,287329.0,365.0,PA,MD
